Environment                   Seed       Algorithm Error  Episode  Reward  Feedback
MountainCarContinuous-v0      md27246    DCOACH   0      52       67      0.0738
MountainCarContinuous-v0      md27246    DCOACH   0      53       -39     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      54       -28     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      55       59      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      56       66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      57       -23     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      58       62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      59       67      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      60       61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      61       68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      62       -25     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      63       -42     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      64       -36     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      65       57      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      66       67      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      67       63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      68       68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      69       -29     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      70       59      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      71       69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      72       55      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      73       62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      74       -30     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      75       -21     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      76       -21     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      77       -22     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      78       61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      79       63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      80       -23     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      81       63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      82       62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      83       -31     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      84       -28     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      85       -36     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      86       -20     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      87       62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      88       61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      89       64      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      90       -21     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      91       62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      92       68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      93       -41     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      94       63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      95       -31     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      96       69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      97       -21     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      98       -22     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      99       66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      100      -39     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      101      65      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      102      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      103      -34     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      104      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      105      69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      106      59      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      107      60      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      108      68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      109      61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      110      -31     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      111      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      112      69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      113      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      114      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      115      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      116      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      117      60      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      118      69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      119      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      120      -26     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      121      61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      122      -36     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      123      69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      124      -37     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      125      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      126      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      127      65      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      128      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      129      65      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      130      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      131      58      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      132      -29     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      133      65      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      134      -37     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      135      -22     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      136      -36     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      137      -37     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      138      67      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      139      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      140      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      141      -30     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      142      -33     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      143      -24     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      144      -39     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      145      -21     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      146      -33     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      147      60      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      148      -29     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      149      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      150      -39     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      151      -35     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      152      61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      153      -39     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      154      -25     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      155      -34     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      156      -23     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      157      65      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      158      58      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      159      -33     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      160      -30     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      161      -44     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      162      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      163      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      164      -39     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      165      67      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      166      -28     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      167      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      168      -32     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      169      -32     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      170      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      171      59      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      172      58      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      173      61      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      174      60      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      175      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      176      65      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      177      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      178      -35     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      179      68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      180      66      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      181      -25     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      182      69      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      183      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      184      68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      185      -21     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      186      -22     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      187      -27     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      188      60      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      189      -38     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      190      -31     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      191      -22     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      192      -38     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      193      62      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      194      67      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      195      63      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      196      68      0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      197      -42     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      198      -34     0.0000
MountainCarContinuous-v0      md27246    DCOACH   0      199      -44     0.0000
