Environment                   Seed       Algorithm   Error  Episode  Reward  Feedback
Pendulum-v0                   rb71360    DCOACH      0      0        -1496   0.6100
Pendulum-v0                   rb71360    DCOACH      0      1        -1288   0.5300
Pendulum-v0                   rb71360    DCOACH      0      2        -1227   0.6400
Pendulum-v0                   rb71360    DCOACH      0      3        -921    0.4400
Pendulum-v0                   rb71360    DCOACH      0      4        -934    0.6900
Pendulum-v0                   rb71360    DCOACH      0      5        -1051   0.4700
Pendulum-v0                   rb71360    DCOACH      0      6        -1379   0.8450
Pendulum-v0                   rb71360    DCOACH      0      7        -836    0.7300
Pendulum-v0                   rb71360    DCOACH      0      8        -1306   0.8850
Pendulum-v0                   rb71360    DCOACH      0      9        -1133   0.9250
Pendulum-v0                   rb71360    DCOACH      0      10       -991    0.4800
Pendulum-v0                   rb71360    DCOACH      0      11       -863    0.4450
Pendulum-v0                   rb71360    DCOACH      0      12       -669    0.2800
Pendulum-v0                   rb71360    DCOACH      0      13       -976    0.6000
Pendulum-v0                   rb71360    DCOACH      0      14       -823    0.2800
Pendulum-v0                   rb71360    DCOACH      0      15       -1053   0.5500
Pendulum-v0                   rb71360    DCOACH      0      16       -1220   0.8350
Pendulum-v0                   rb71360    DCOACH      0      17       -941    0.8000
Pendulum-v0                   rb71360    DCOACH      0      18       -1260   0.5600
Pendulum-v0                   rb71360    DCOACH      0      19       -815    0.6900
Pendulum-v0                   rb71360    DCOACH      0      20       -1483   0.7500
Pendulum-v0                   rb71360    DCOACH      0      21       -956    0.5700
Pendulum-v0                   rb71360    DCOACH      0      22       -1168   0.8650
Pendulum-v0                   rb71360    DCOACH      0      23       -1428   0.6150
Pendulum-v0                   rb71360    DCOACH      0      24       -1001   0.4500
Pendulum-v0                   rb71360    DCOACH      0      25       -1068   0.5850
Pendulum-v0                   rb71360    DCOACH      0      26       -1069   0.7600
Pendulum-v0                   rb71360    DCOACH      0      27       -1366   0.8050
Pendulum-v0                   rb71360    DCOACH      0      28       -936    0.6550
Pendulum-v0                   rb71360    DCOACH      0      29       -889    0.4900
Pendulum-v0                   rb71360    DCOACH      0      30       -913    0.5600
Pendulum-v0                   rb71360    DCOACH      0      31       -1496   0.9050
Pendulum-v0                   rb71360    DCOACH      0      32       -984    0.8200
Pendulum-v0                   rb71360    DCOACH      0      33       -1516   0.8150
Pendulum-v0                   rb71360    DCOACH      0      34       -1025   0.5750
Pendulum-v0                   rb71360    DCOACH      0      35       -1038   0.8200
Pendulum-v0                   rb71360    DCOACH      0      36       -1140   0.7650
Pendulum-v0                   rb71360    DCOACH      0      37       -993    0.7050
Pendulum-v0                   rb71360    DCOACH      0      38       -1093   0.6100
Pendulum-v0                   rb71360    DCOACH      0      39       -1115   0.7100
Pendulum-v0                   rb71360    DCOACH      0      40       -1196   0.6750
Pendulum-v0                   rb71360    DCOACH      0      41       -995    0.9000
Pendulum-v0                   rb71360    DCOACH      0      42       -1060   0.5750
Pendulum-v0                   rb71360    DCOACH      0      43       -960    0.6050
Pendulum-v0                   rb71360    DCOACH      0      44       -999    0.6050
Pendulum-v0                   rb71360    DCOACH      0      45       -960    0.5600
Pendulum-v0                   rb71360    DCOACH      0      46       -637    0.4900
Pendulum-v0                   rb71360    DCOACH      0      47       -1086   0.7100
Pendulum-v0                   rb71360    DCOACH      0      48       -929    0.4750
Pendulum-v0                   rb71360    DCOACH      0      49       -945    0.5000
Pendulum-v0                   rb71360    DCOACH      0      50       -1075   0.6600
Pendulum-v0                   rb71360    DCOACH      0      51       -1061   0.6750
Pendulum-v0                   rb71360    DCOACH      0      52       -1082   0.5150
Pendulum-v0                   rb71360    DCOACH      0      53       -804    0.4550
Pendulum-v0                   rb71360    DCOACH      0      54       -894    0.5250
Pendulum-v0                   rb71360    DCOACH      0      55       -788    0.3500
Pendulum-v0                   rb71360    DCOACH      0      56       -1500   0.6600
Pendulum-v0                   rb71360    DCOACH      0      57       -1496   0.8900
Pendulum-v0                   rb71360    DCOACH      0      58       -1230   0.7900
Pendulum-v0                   rb71360    DCOACH      0      59       -800    0.4800
Pendulum-v0                   rb71360    DCOACH      0      60       -673    0.6000
Pendulum-v0                   rb71360    DCOACH      0      61       -945    0.6150
Pendulum-v0                   rb71360    DCOACH      0      62       -953    0.5700
Pendulum-v0                   rb71360    DCOACH      0      63       -801    0.3750
Pendulum-v0                   rb71360    DCOACH      0      64       -883    0.3250
Pendulum-v0                   rb71360    DCOACH      0      65       -811    0.6050
Pendulum-v0                   rb71360    DCOACH      0      66       -761    0.4000
Pendulum-v0                   rb71360    DCOACH      0      67       -790    0.3300
Pendulum-v0                   rb71360    DCOACH      0      68       -1102   0.0000
Pendulum-v0                   rb71360    DCOACH      0      69       -1029   0.0000
Pendulum-v0                   rb71360    DCOACH      0      70       -1080   0.0000
Pendulum-v0                   rb71360    DCOACH      0      71       -1518   0.0000
Pendulum-v0                   rb71360    DCOACH      0      72       -957    0.0000
Pendulum-v0                   rb71360    DCOACH      0      73       -1500   0.0000
Pendulum-v0                   rb71360    DCOACH      0      74       -958    0.0000
Pendulum-v0                   rb71360    DCOACH      0      75       -1055   0.0000
Pendulum-v0                   rb71360    DCOACH      0      76       -1043   0.0000
Pendulum-v0                   rb71360    DCOACH      0      77       -1165   0.0000
Pendulum-v0                   rb71360    DCOACH      0      78       -1016   0.0000
Pendulum-v0                   rb71360    DCOACH      0      79       -1083   0.0000
Pendulum-v0                   rb71360    DCOACH      0      80       -1090   0.0000
Pendulum-v0                   rb71360    DCOACH      0      81       -982    0.0000
Pendulum-v0                   rb71360    DCOACH      0      82       -960    0.0000
Pendulum-v0                   rb71360    DCOACH      0      83       -974    0.0000
Pendulum-v0                   rb71360    DCOACH      0      84       -1096   0.0000
Pendulum-v0                   rb71360    DCOACH      0      85       -999    0.0000
Pendulum-v0                   rb71360    DCOACH      0      86       -1228   0.0000
Pendulum-v0                   rb71360    DCOACH      0      87       -1130   0.0000
Pendulum-v0                   rb71360    DCOACH      0      88       -1519   0.0000
