Environment              Seed       Algorithm Error   Episode Reward  Gain    Feedback
MountainCarContinuous-v0 dw86208    PPMP      0       32      -70     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       33      -91     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       34      -98     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       35      -82     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       36      82      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       37      -44     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       38      -26     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       39      -23     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       40      89      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       41      -15     0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       42      94      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       43      94      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       44      93      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       45      96      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       46      94      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       47      93      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       48      93      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       49      90      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       50      93      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       51      91      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       52      94      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       53      91      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       54      92      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       55      91      0.5000  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       56      93      0.5007  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       57      94      0.5189  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       58      94      0.5136  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       59      94      0.5228  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       60      91      0.5325  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       61      94      0.8617  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       62      91      0.8045  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       63      85      1.1854  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       64      95      0.8972  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       65      90      0.9333  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       66      90      0.8361  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       67      92      0.7255  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       68      92      0.6809  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       69      92      0.6675  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       70      92      0.6509  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       71      90      0.6873  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       72      92      0.6214  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       73      91      0.6235  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       74      90      0.6761  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       75      92      0.5823  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       76      91      0.6166  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       77      91      0.6067  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       78      91      0.6037  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       79      91      0.5912  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       80      91      0.5795  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       81      91      0.5969  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       82      91      0.6111  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       83      92      0.5777  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       84      92      0.5827  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       85      92      0.5853  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       86      92      0.5812  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       87      92      0.5831  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       88      92      0.5812  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       89      92      0.5569  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       90      91      0.5635  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       91      92      0.5706  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       92      91      0.5563  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       93      91      0.5575  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       94      92      0.5272  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       95      91      0.5862  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       96      91      0.5703  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       97      91      0.5673  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       98      91      0.5598  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       99      91      0.5601  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       100     91      0.5569  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       101     92      0.5101  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       102     91      0.5502  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       103     91      0.5575  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       104     91      0.5417  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       105     92      0.5299  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       106     92      0.5488  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       107     91      0.5490  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       108     92      0.5004  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       109     91      0.5505  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       110     91      0.5489  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       111     92      0.5493  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       112     92      0.5253  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       113     92      0.5506  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       114     91      0.5522  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       115     92      0.5441  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       116     92      0.5467  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       117     92      0.5396  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       118     92      0.5373  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       119     92      0.5329  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       120     92      0.5279  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       121     92      0.5357  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       122     92      0.5386  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       123     92      0.5363  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       124     92      0.5328  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       125     92      0.5407  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       126     92      0.5343  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       127     92      0.5296  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       128     92      0.5324  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       129     92      0.5310  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       130     92      0.5328  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       131     92      0.5322  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       132     92      0.5332  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       133     92      0.5334  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       134     92      0.5270  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       135     84      0.5457  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       136     92      0.5274  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       137     91      0.5465  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       138     92      0.5322  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       139     76      0.6020  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       140     91      0.5415  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       141     -99     0.5038  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       142     16      0.5013  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       143     92      0.5149  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       144     92      0.5186  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       145     93      0.5141  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       146     92      0.5100  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       147     92      0.6013  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       148     92      0.5982  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       149     84      0.5690  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       150     93      0.5108  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       151     92      0.5263  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       152     85      0.5519  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       153     93      0.5258  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       154     92      0.5113  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       155     92      0.5140  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       156     92      0.6421  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       157     93      0.5366  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       158     86      0.5544  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       159     92      0.6183  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       160     93      0.5141  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       161     93      0.5255  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       162     92      0.5360  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       163     92      0.5363  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       164     93      0.5114  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       165     92      0.6361  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       166     93      0.5215  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       167     92      0.5155  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       168     93      0.5148  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       169     92      0.5283  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       170     93      0.5152  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       171     93      0.6749  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       172     93      0.5297  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       173     93      0.5225  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       174     85      0.6023  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       175     93      0.5269  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       176     93      0.5224  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       177     93      0.5271  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       178     93      0.5155  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       179     93      0.5152  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       180     93      0.5159  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       181     93      0.5145  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       182     93      0.5196  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       183     92      0.5349  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       184     92      0.5296  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       185     93      0.5143  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       186     93      0.5143  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       187     93      0.5239  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       188     93      0.5138  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       189     93      0.5192  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       190     93      0.5792  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       191     93      0.5429  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       192     93      0.5179  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       193     93      0.5221  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       194     93      0.6194  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       195     93      0.5189  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       196     93      0.5194  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       197     93      0.5146  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       198     93      0.5148  0.0000
MountainCarContinuous-v0 dw86208    PPMP      0       199     93      0.5187  0.0000
