Environment              Seed       Algorithm Error   Episode Reward  Gain    Feedback
MountainCarContinuous-v0 md32027    PPMP      0       25      94      0.5832  0.0719
MountainCarContinuous-v0 md32027    PPMP      0       26      92      0.5768  0.0493
MountainCarContinuous-v0 md32027    PPMP      0       27      94      0.5379  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       28      94      0.5257  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       29      93      0.6429  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       30      90      0.8459  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       31      94      1.0851  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       32      94      0.9205  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       33      92      0.8616  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       34      94      0.8589  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       35      93      0.7611  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       36      87      0.6269  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       37      94      0.8101  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       38      95      0.9046  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       39      93      0.8681  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       40      86      0.9762  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       41      54      0.8721  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       42      -98     0.5459  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       43      -98     0.5009  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       44      11      0.5003  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       45      71      0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       46      -97     0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       47      -93     0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       48      30      0.5151  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       49      -89     0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       50      91      0.5172  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       51      85      0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       52      92      0.5002  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       53      62      0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       54      61      0.5000  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       55      73      0.5002  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       56      37      0.5005  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       57      70      0.5793  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       58      81      0.6192  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       59      69      0.5843  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       60      95      0.8117  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       61      93      0.8947  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       62      93      0.9710  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       63      85      0.9898  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       64      93      1.1710  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       65      88      0.9861  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       66      93      1.1643  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       67      93      1.1164  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       68      93      1.1322  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       69      93      1.0837  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       70      89      0.9607  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       71      94      0.8432  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       72      94      0.7477  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       73      93      0.7735  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       74      93      0.7192  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       75      94      0.7518  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       76      94      0.6871  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       77      94      0.6988  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       78      93      0.7999  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       79      94      0.6804  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       80      94      0.8427  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       81      94      0.7520  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       82      93      0.7192  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       83      94      0.8612  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       84      94      0.8496  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       85      94      0.6474  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       86      93      0.6449  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       87      94      0.6455  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       88      93      0.6485  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       89      93      0.6390  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       90      93      0.7430  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       91      93      0.7249  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       92      93      0.6381  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       93      93      0.6408  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       94      93      0.7067  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       95      93      0.7046  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       96      93      0.6326  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       97      93      0.6463  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       98      93      0.6330  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       99      93      0.6306  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       100     93      0.6285  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       101     93      0.7036  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       102     93      0.6570  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       103     93      0.6203  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       104     93      0.6073  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       105     93      0.6232  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       106     93      0.6958  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       107     94      0.6335  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       108     93      0.6750  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       109     93      0.6014  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       110     93      0.6141  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       111     93      0.5938  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       112     93      0.6324  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       113     93      0.6352  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       114     93      0.6145  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       115     93      0.6063  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       116     93      0.6172  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       117     93      0.6808  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       118     93      0.6717  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       119     93      0.6272  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       120     93      0.6212  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       121     94      0.6627  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       122     88      0.5928  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       123     88      0.6054  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       124     94      0.6026  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       125     93      0.6721  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       126     93      0.6597  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       127     93      0.6176  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       128     93      0.6208  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       129     93      0.6777  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       130     93      0.6082  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       131     93      0.6760  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       132     93      0.6472  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       133     93      0.6418  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       134     93      0.6084  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       135     92      0.6909  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       136     92      0.6143  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       137     91      0.7644  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       138     93      0.6125  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       139     92      0.6286  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       140     92      0.6230  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       141     91      0.7054  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       142     92      0.6620  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       143     52      0.7425  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       144     84      0.7099  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       145     92      0.6686  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       146     92      0.6262  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       147     66      0.6604  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       148     92      0.6441  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       149     92      0.5775  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       150     93      0.5765  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       151     92      0.6224  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       152     93      0.6075  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       153     93      0.5531  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       154     92      0.6236  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       155     93      0.6034  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       156     93      0.5531  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       157     91      0.6526  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       158     92      0.6378  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       159     92      0.5634  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       160     93      0.5497  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       161     93      0.5633  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       162     93      0.5484  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       163     92      0.6416  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       164     92      0.6179  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       165     92      0.5481  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       166     92      0.6216  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       167     93      0.5436  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       168     93      0.5646  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       169     93      0.5992  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       170     93      0.5810  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       171     93      0.5858  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       172     93      0.6038  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       173     93      0.5677  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       174     88      0.5815  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       175     93      0.6211  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       176     88      0.5768  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       177     93      0.5665  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       178     93      0.5642  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       179     93      0.5842  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       180     93      0.5628  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       181     93      0.5576  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       182     93      0.5694  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       183     93      0.5691  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       184     93      0.5947  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       185     93      0.5569  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       186     93      0.5537  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       187     93      0.5650  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       188     94      0.5649  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       189     93      0.5579  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       190     88      0.5932  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       191     93      0.5579  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       192     94      0.5510  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       193     93      0.5580  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       194     93      0.5599  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       195     93      0.5937  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       196     94      0.5589  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       197     93      0.5571  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       198     93      0.5994  0.0000
MountainCarContinuous-v0 md32027    PPMP      0       199     93      0.5571  0.0000
