Environment                   Seed       Algorithm Error  Episode  Reward  Feedback
MountainCarContinuous-v0      md94237    DCOACH   0      32       -39     0.0370
MountainCarContinuous-v0      md94237    DCOACH   0      33       65      0.1040
MountainCarContinuous-v0      md94237    DCOACH   0      34       60      0.1121
MountainCarContinuous-v0      md94237    DCOACH   0      35       63      0.0491
MountainCarContinuous-v0      md94237    DCOACH   0      36       -39     0.0140
MountainCarContinuous-v0      md94237    DCOACH   0      37       61      0.0569
MountainCarContinuous-v0      md94237    DCOACH   0      38       67      0.1559
MountainCarContinuous-v0      md94237    DCOACH   0      39       52      0.0355
MountainCarContinuous-v0      md94237    DCOACH   0      40       -20     0.0490
MountainCarContinuous-v0      md94237    DCOACH   0      41       66      0.2217
MountainCarContinuous-v0      md94237    DCOACH   0      42       -56     0.1862
MountainCarContinuous-v0      md94237    DCOACH   0      43       60      0.0819
MountainCarContinuous-v0      md94237    DCOACH   0      44       66      0.2398
MountainCarContinuous-v0      md94237    DCOACH   0      45       78      0.3000
MountainCarContinuous-v0      md94237    DCOACH   0      46       74      0.2179
MountainCarContinuous-v0      md94237    DCOACH   0      47       64      0.1207
MountainCarContinuous-v0      md94237    DCOACH   0      48       72      0.1681
MountainCarContinuous-v0      md94237    DCOACH   0      49       70      0.2575
MountainCarContinuous-v0      md94237    DCOACH   0      50       70      0.1209
MountainCarContinuous-v0      md94237    DCOACH   0      51       -67     0.0480
MountainCarContinuous-v0      md94237    DCOACH   0      52       43      0.1140
MountainCarContinuous-v0      md94237    DCOACH   0      53       60      0.0065
MountainCarContinuous-v0      md94237    DCOACH   0      54       -37     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      55       68      0.1258
MountainCarContinuous-v0      md94237    DCOACH   0      56       -74     0.2212
MountainCarContinuous-v0      md94237    DCOACH   0      57       -83     0.0571
MountainCarContinuous-v0      md94237    DCOACH   0      58       33      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      59       25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      60       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      61       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      62       -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      63       -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      64       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      65       -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      66       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      67       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      68       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      69       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      70       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      71       24      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      72       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      73       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      74       33      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      75       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      76       30      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      77       30      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      78       -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      79       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      80       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      81       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      82       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      83       25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      84       -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      85       -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      86       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      87       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      88       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      89       -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      90       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      91       -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      92       -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      93       -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      94       -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      95       -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      96       40      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      97       18      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      98       -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      99       -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      100      25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      101      33      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      102      33      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      103      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      104      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      105      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      106      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      107      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      108      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      109      22      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      110      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      111      -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      112      18      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      113      17      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      114      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      115      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      116      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      117      18      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      118      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      119      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      120      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      121      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      122      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      123      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      124      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      125      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      126      -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      127      25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      128      18      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      129      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      130      40      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      131      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      132      17      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      133      -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      134      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      135      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      136      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      137      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      138      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      139      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      140      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      141      31      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      142      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      143      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      144      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      145      17      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      146      32      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      147      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      148      32      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      149      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      150      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      151      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      152      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      153      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      154      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      155      33      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      156      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      157      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      158      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      159      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      160      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      161      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      162      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      163      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      164      17      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      165      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      166      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      167      -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      168      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      169      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      170      25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      171      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      172      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      173      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      174      25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      175      16      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      176      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      177      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      178      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      179      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      180      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      181      -83     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      182      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      183      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      184      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      185      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      186      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      187      25      0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      188      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      189      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      190      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      191      -84     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      192      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      193      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      194      -88     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      195      -87     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      196      -82     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      197      -86     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      198      -85     0.0000
MountainCarContinuous-v0      md94237    DCOACH   0      199      -85     0.0000
