Environment              Seed       Algorithm Error   Episode Reward  Gain    Feedback
MountainCarContinuous-v0 md98233   PPMP      0       26      79      0.8332  0.1900
MountainCarContinuous-v0 md98233   PPMP      0       27      93      0.6934  0.2056
MountainCarContinuous-v0 md98233   PPMP      0       28      86      0.7239  0.1532
MountainCarContinuous-v0 md98233   PPMP      0       29      82      0.8373  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       30      83      0.8534  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       31      90      0.8373  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       32      80      0.7374  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       33      82      1.0259  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       34      66      1.1825  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       35      65      0.9045  0.0368
MountainCarContinuous-v0 md98233   PPMP      0       36      78      0.8641  0.2161
MountainCarContinuous-v0 md98233   PPMP      0       37      92      0.7812  0.1724
MountainCarContinuous-v0 md98233   PPMP      0       38      93      0.6540  0.2207
MountainCarContinuous-v0 md98233   PPMP      0       39      80      0.5100  0.0988
MountainCarContinuous-v0 md98233   PPMP      0       40      90      0.5266  0.0963
MountainCarContinuous-v0 md98233   PPMP      0       41      61      0.5003  0.0695
MountainCarContinuous-v0 md98233   PPMP      0       42      57      0.5001  0.2458
MountainCarContinuous-v0 md98233   PPMP      0       43      78      0.5001  0.2451
MountainCarContinuous-v0 md98233   PPMP      0       44      85      0.5000  0.1667
MountainCarContinuous-v0 md98233   PPMP      0       45      75      0.5001  0.1901
MountainCarContinuous-v0 md98233   PPMP      0       46      79      0.5001  0.2996
MountainCarContinuous-v0 md98233   PPMP      0       47      79      0.5001  0.2427
MountainCarContinuous-v0 md98233   PPMP      0       48      39      0.5001  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       49      83      0.5001  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       50      77      0.5003  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       51      91      0.5112  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       52      92      0.5129  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       53      94      0.5175  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       54      72      0.5005  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       55      81      0.5060  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       56      78      0.5010  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       57      59      0.5004  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       58      72      0.5004  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       59      68      0.5004  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       60      60      0.5000  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       61      47      0.5000  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       62      -93     0.5000  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       63      15      0.5000  0.0885
MountainCarContinuous-v0 md98233   PPMP      0       64      77      0.5000  0.1151
MountainCarContinuous-v0 md98233   PPMP      0       65      49      0.5000  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       66      39      0.5003  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       67      19      0.5844  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       68      52      0.6061  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       69      77      0.7984  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       70      90      1.2408  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       71      81      1.3159  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       72      89      1.1667  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       73      89      0.8123  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       74      90      0.6615  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       75      33      0.5304  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       76      59      0.6882  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       77      91      0.7535  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       78      84      0.8534  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       79      92      0.7204  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       80      90      0.8025  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       81      91      0.7002  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       82      91      0.7013  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       83      84      0.8007  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       84      92      0.7452  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       85      91      0.7212  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       86      91      0.7131  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       87      91      0.7317  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       88      92      0.7093  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       89      92      0.7203  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       90      91      0.7607  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       91      92      0.7151  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       92      92      0.7574  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       93      90      0.9327  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       94      93      0.7089  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       95      85      0.8347  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       96      92      0.7321  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       97      92      0.7029  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       98      84      0.8509  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       99      93      0.6841  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       100     92      0.6787  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       101     92      0.6576  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       102     92      0.6848  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       103     92      0.6892  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       104     92      0.6642  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       105     92      0.6525  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       106     93      0.6542  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       107     93      0.6401  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       108     93      0.6887  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       109     93      0.6447  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       110     92      0.6592  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       111     92      0.6554  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       112     92      0.6479  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       113     93      0.6274  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       114     92      0.6444  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       115     93      0.6451  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       116     93      0.6066  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       117     92      0.6244  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       118     93      0.6010  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       119     93      0.6081  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       120     93      0.6123  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       121     94      0.6195  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       122     92      0.6191  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       123     93      0.6855  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       124     93      0.6766  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       125     93      0.6732  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       126     94      0.6123  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       127     93      0.6489  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       128     92      0.6212  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       129     93      0.5976  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       130     93      0.6536  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       131     93      0.6122  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       132     93      0.5914  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       133     93      0.6071  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       134     94      0.6088  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       135     94      0.6295  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       136     94      0.6219  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       137     94      0.5885  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       138     94      0.5822  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       139     94      0.6193  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       140     94      0.6083  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       141     94      0.5976  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       142     94      0.6190  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       143     94      0.5901  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       144     92      0.6293  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       145     93      0.6015  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       146     92      0.6182  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       147     93      0.5957  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       148     93      0.6184  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       149     93      0.5788  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       150     94      0.5760  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       151     94      0.5666  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       152     95      0.5769  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       153     95      0.5698  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       154     90      0.6314  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       155     94      0.5616  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       156     94      0.5499  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       157     92      0.5786  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       158     94      0.5702  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       159     93      0.5705  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       160     94      0.5499  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       161     94      0.5859  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       162     94      0.5702  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       163     93      0.5804  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       164     93      0.5687  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       165     93      0.5754  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       166     93      0.5918  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       167     93      0.5600  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       168     93      0.5577  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       169     93      0.5603  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       170     94      0.5727  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       171     94      0.5447  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       172     94      0.5550  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       173     95      0.5543  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       174     94      0.5625  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       175     91      0.5914  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       176     95      0.5485  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       177     94      0.5482  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       178     93      0.5837  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       179     93      0.5656  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       180     93      0.5529  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       181     93      0.5526  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       182     94      0.5622  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       183     93      0.5649  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       184     93      0.5564  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       185     94      0.5484  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       186     94      0.5561  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       187     90      0.5855  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       188     91      0.5878  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       189     94      0.5648  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       190     90      0.5795  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       191     95      0.5391  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       192     91      0.6381  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       193     95      0.5302  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       194     94      0.5766  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       195     93      0.5508  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       196     93      0.5406  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       197     93      0.5366  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       198     93      0.5608  0.0000
MountainCarContinuous-v0 md98233   PPMP      0       199     93      0.5354  0.0000
