Environment                   Seed       Algorithm   Error  Episode  Reward  Feedback
Pendulum-v0                   rb13870    DCOACH      0      0        -1742   0.7000
Pendulum-v0                   rb13870    DCOACH      0      1        -1649   0.9550
Pendulum-v0                   rb13870    DCOACH      0      2        -1535   0.6250
Pendulum-v0                   rb13870    DCOACH      0      3        -1273   0.7600
Pendulum-v0                   rb13870    DCOACH      0      4        -1330   0.6250
Pendulum-v0                   rb13870    DCOACH      0      5        -1016   0.5650
Pendulum-v0                   rb13870    DCOACH      0      6        -1244   0.5650
Pendulum-v0                   rb13870    DCOACH      0      7        -1435   0.6400
Pendulum-v0                   rb13870    DCOACH      0      8        -1051   0.5800
Pendulum-v0                   rb13870    DCOACH      0      9        -1174   0.6300
Pendulum-v0                   rb13870    DCOACH      0      10       -1193   0.7150
Pendulum-v0                   rb13870    DCOACH      0      11       -1165   0.7350
Pendulum-v0                   rb13870    DCOACH      0      12       -1205   0.7150
Pendulum-v0                   rb13870    DCOACH      0      13       -1228   0.6100
Pendulum-v0                   rb13870    DCOACH      0      14       -1382   0.9200
Pendulum-v0                   rb13870    DCOACH      0      15       -1436   0.7950
Pendulum-v0                   rb13870    DCOACH      0      16       -1582   0.9150
Pendulum-v0                   rb13870    DCOACH      0      17       -1066   0.6400
Pendulum-v0                   rb13870    DCOACH      0      18       -1118   0.6050
Pendulum-v0                   rb13870    DCOACH      0      19       -1191   0.4450
Pendulum-v0                   rb13870    DCOACH      0      20       -1043   0.7000
Pendulum-v0                   rb13870    DCOACH      0      21       -929    0.8450
Pendulum-v0                   rb13870    DCOACH      0      22       -1043   0.4000
Pendulum-v0                   rb13870    DCOACH      0      23       -1034   0.5300
Pendulum-v0                   rb13870    DCOACH      0      24       -1096   0.7100
Pendulum-v0                   rb13870    DCOACH      0      25       -1158   0.7700
Pendulum-v0                   rb13870    DCOACH      0      26       -1227   0.9400
Pendulum-v0                   rb13870    DCOACH      0      27       -933    0.7750
Pendulum-v0                   rb13870    DCOACH      0      28       -1088   0.7950
Pendulum-v0                   rb13870    DCOACH      0      29       -971    0.7600
Pendulum-v0                   rb13870    DCOACH      0      30       -1219   0.8000
Pendulum-v0                   rb13870    DCOACH      0      31       -961    0.6800
Pendulum-v0                   rb13870    DCOACH      0      32       -1027   0.8600
Pendulum-v0                   rb13870    DCOACH      0      33       -819    0.7250
Pendulum-v0                   rb13870    DCOACH      0      34       -1335   0.4850
Pendulum-v0                   rb13870    DCOACH      0      35       -989    0.7250
Pendulum-v0                   rb13870    DCOACH      0      36       -933    0.6700
Pendulum-v0                   rb13870    DCOACH      0      37       -1095   0.8400
Pendulum-v0                   rb13870    DCOACH      0      38       -1077   0.8050
Pendulum-v0                   rb13870    DCOACH      0      39       -1196   0.8750
Pendulum-v0                   rb13870    DCOACH      0      40       -1332   0.9550
Pendulum-v0                   rb13870    DCOACH      0      41       -1299   0.7950
Pendulum-v0                   rb13870    DCOACH      0      42       -1090   0.6150
Pendulum-v0                   rb13870    DCOACH      0      43       -1223   0.9350
Pendulum-v0                   rb13870    DCOACH      0      44       -1010   0.6750
Pendulum-v0                   rb13870    DCOACH      0      45       -804    0.6750
Pendulum-v0                   rb13870    DCOACH      0      46       -878    0.8500
Pendulum-v0                   rb13870    DCOACH      0      47       -1104   0.8150
Pendulum-v0                   rb13870    DCOACH      0      48       -1080   0.7850
Pendulum-v0                   rb13870    DCOACH      0      49       -1233   0.7500
Pendulum-v0                   rb13870    DCOACH      0      50       -1065   0.8500
Pendulum-v0                   rb13870    DCOACH      0      51       -1498   0.8800
Pendulum-v0                   rb13870    DCOACH      0      52       -942    0.8250
Pendulum-v0                   rb13870    DCOACH      0      53       -782    0.6700
Pendulum-v0                   rb13870    DCOACH      0      54       -1183   0.7950
Pendulum-v0                   rb13870    DCOACH      0      55       -1381   0.7000
Pendulum-v0                   rb13870    DCOACH      0      56       -1264   0.8450
Pendulum-v0                   rb13870    DCOACH      0      57       -1211   0.2050
Pendulum-v0                   rb13870    DCOACH      0      58       -1492   0.0000
Pendulum-v0                   rb13870    DCOACH      0      59       -1148   0.0000
Pendulum-v0                   rb13870    DCOACH      0      60       -1342   0.0000
Pendulum-v0                   rb13870    DCOACH      0      61       -1141   0.0000
Pendulum-v0                   rb13870    DCOACH      0      62       -1133   0.0000
Pendulum-v0                   rb13870    DCOACH      0      63       -1501   0.0000
Pendulum-v0                   rb13870    DCOACH      0      64       -1110   0.0000
Pendulum-v0                   rb13870    DCOACH      0      65       -1352   0.0000
Pendulum-v0                   rb13870    DCOACH      0      66       -1174   0.0000
Pendulum-v0                   rb13870    DCOACH      0      67       -1155   0.0000
Pendulum-v0                   rb13870    DCOACH      0      68       -1232   0.0000
Pendulum-v0                   rb13870    DCOACH      0      69       -1403   0.0000
Pendulum-v0                   rb13870    DCOACH      0      70       -1492   0.0000
Pendulum-v0                   rb13870    DCOACH      0      71       -1189   0.0000
Pendulum-v0                   rb13870    DCOACH      0      72       -1131   0.0000
Pendulum-v0                   rb13870    DCOACH      0      73       -1170   0.0000
Pendulum-v0                   rb13870    DCOACH      0      74       -1156   0.0000
Pendulum-v0                   rb13870    DCOACH      0      75       -1182   0.0000
Pendulum-v0                   rb13870    DCOACH      0      76       -1149   0.0000
Pendulum-v0                   rb13870    DCOACH      0      77       -1166   0.0000
Pendulum-v0                   rb13870    DCOACH      0      78       -1434   0.0000
Pendulum-v0                   rb13870    DCOACH      0      79       -1194   0.0000
Pendulum-v0                   rb13870    DCOACH      0      80       -1174   0.0000
Pendulum-v0                   rb13870    DCOACH      0      81       -1422   0.0000
Pendulum-v0                   rb13870    DCOACH      0      82       -1493   0.0000
Pendulum-v0                   rb13870    DCOACH      0      83       -1363   0.0000
Pendulum-v0                   rb13870    DCOACH      0      84       -1100   0.0000
Pendulum-v0                   rb13870    DCOACH      0      85       -1190   0.0000
Pendulum-v0                   rb13870    DCOACH      0      86       -1302   0.0000
Pendulum-v0                   rb13870    DCOACH      0      87       -1146   0.0000
Pendulum-v0                   rb13870    DCOACH      0      88       -1215   0.0000
Pendulum-v0                   rb13870    DCOACH      0      89       -1135   0.0000
Pendulum-v0                   rb13870    DCOACH      0      90       -1236   0.0000
Pendulum-v0                   rb13870    DCOACH      0      91       -1146   0.0000
Pendulum-v0                   rb13870    DCOACH      0      92       -1144   0.0000
Pendulum-v0                   rb13870    DCOACH      0      93       -1135   0.0000
Pendulum-v0                   rb13870    DCOACH      0      94       -1500   0.0000
Pendulum-v0                   rb13870    DCOACH      0      95       -1199   0.0000
Pendulum-v0                   rb13870    DCOACH      0      96       -1137   0.0000
Pendulum-v0                   rb13870    DCOACH      0      97       -1501   0.0000
Pendulum-v0                   rb13870    DCOACH      0      98       -1114   0.0000
Pendulum-v0                   rb13870    DCOACH      0      99       -1166   0.0000
Pendulum-v0                   rb13870    DCOACH      0      100      -1159   0.0000
Pendulum-v0                   rb13870    DCOACH      0      101      -1487   0.0000
Pendulum-v0                   rb13870    DCOACH      0      102      -1387   0.0000
Pendulum-v0                   rb13870    DCOACH      0      103      -1493   0.0000
Pendulum-v0                   rb13870    DCOACH      0      104      -1150   0.0000
Pendulum-v0                   rb13870    DCOACH      0      105      -1341   0.0000
Pendulum-v0                   rb13870    DCOACH      0      106      -1127   0.0000
Pendulum-v0                   rb13870    DCOACH      0      107      -1157   0.0000
Pendulum-v0                   rb13870    DCOACH      0      108      -1475   0.0000
Pendulum-v0                   rb13870    DCOACH      0      109      -1138   0.0000
Pendulum-v0                   rb13870    DCOACH      0      110      -1200   0.0000
Pendulum-v0                   rb13870    DCOACH      0      111      -1188   0.0000
Pendulum-v0                   rb13870    DCOACH      0      112      -1142   0.0000
Pendulum-v0                   rb13870    DCOACH      0      113      -1233   0.0000
Pendulum-v0                   rb13870    DCOACH      0      114      -1149   0.0000
Pendulum-v0                   rb13870    DCOACH      0      115      -1202   0.0000
Pendulum-v0                   rb13870    DCOACH      0      116      -1115   0.0000
Pendulum-v0                   rb13870    DCOACH      0      117      -1118   0.0000
Pendulum-v0                   rb13870    DCOACH      0      118      -1171   0.0000
Pendulum-v0                   rb13870    DCOACH      0      119      -1134   0.0000
Pendulum-v0                   rb13870    DCOACH      0      120      -1327   0.0000
Pendulum-v0                   rb13870    DCOACH      0      121      -1466   0.0000
Pendulum-v0                   rb13870    DCOACH      0      122      -1476   0.0000
Pendulum-v0                   rb13870    DCOACH      0      123      -1291   0.0000
Pendulum-v0                   rb13870    DCOACH      0      124      -1498   0.0000
Pendulum-v0                   rb13870    DCOACH      0      125      -1181   0.0000
Pendulum-v0                   rb13870    DCOACH      0      126      -1497   0.0000
Pendulum-v0                   rb13870    DCOACH      0      127      -1451   0.0000
Pendulum-v0                   rb13870    DCOACH      0      128      -1134   0.0000
Pendulum-v0                   rb13870    DCOACH      0      129      -1192   0.0000
Pendulum-v0                   rb13870    DCOACH      0      130      -1210   0.0000
Pendulum-v0                   rb13870    DCOACH      0      131      -1130   0.0000
Pendulum-v0                   rb13870    DCOACH      0      132      -1128   0.0000
Pendulum-v0                   rb13870    DCOACH      0      133      -1461   0.0000
Pendulum-v0                   rb13870    DCOACH      0      134      -1526   0.0000
Pendulum-v0                   rb13870    DCOACH      0      135      -1453   0.0000
Pendulum-v0                   rb13870    DCOACH      0      136      -1065   0.0000
Pendulum-v0                   rb13870    DCOACH      0      137      -1326   0.0000
Pendulum-v0                   rb13870    DCOACH      0      138      -1145   0.0000
Pendulum-v0                   rb13870    DCOACH      0      139      -1195   0.0000
Pendulum-v0                   rb13870    DCOACH      0      140      -1363   0.0000
Pendulum-v0                   rb13870    DCOACH      0      141      -1083   0.0000
Pendulum-v0                   rb13870    DCOACH      0      142      -1208   0.0000
Pendulum-v0                   rb13870    DCOACH      0      143      -1140   0.0000
Pendulum-v0                   rb13870    DCOACH      0      144      -1156   0.0000
Pendulum-v0                   rb13870    DCOACH      0      145      -1410   0.0000
Pendulum-v0                   rb13870    DCOACH      0      146      -1202   0.0000
Pendulum-v0                   rb13870    DCOACH      0      147      -1519   0.0000
Pendulum-v0                   rb13870    DCOACH      0      148      -1325   0.0000
Pendulum-v0                   rb13870    DCOACH      0      149      -1140   0.0000
Pendulum-v0                   rb13870    DCOACH      0      150      -1209   0.0000
Pendulum-v0                   rb13870    DCOACH      0      151      -1379   0.0000
Pendulum-v0                   rb13870    DCOACH      0      152      -1378   0.0000
Pendulum-v0                   rb13870    DCOACH      0      153      -1126   0.0000
Pendulum-v0                   rb13870    DCOACH      0      154      -1049   0.0000
Pendulum-v0                   rb13870    DCOACH      0      155      -1208   0.0000
Pendulum-v0                   rb13870    DCOACH      0      156      -1438   0.0000
Pendulum-v0                   rb13870    DCOACH      0      157      -1162   0.0000
Pendulum-v0                   rb13870    DCOACH      0      158      -1495   0.0000
Pendulum-v0                   rb13870    DCOACH      0      159      -1129   0.0000
Pendulum-v0                   rb13870    DCOACH      0      160      -1137   0.0000
Pendulum-v0                   rb13870    DCOACH      0      161      -1114   0.0000
Pendulum-v0                   rb13870    DCOACH      0      162      -1505   0.0000
Pendulum-v0                   rb13870    DCOACH      0      163      -1129   0.0000
Pendulum-v0                   rb13870    DCOACH      0      164      -1225   0.0000
Pendulum-v0                   rb13870    DCOACH      0      165      -1180   0.0000
Pendulum-v0                   rb13870    DCOACH      0      166      -1220   0.0000
Pendulum-v0                   rb13870    DCOACH      0      167      -1347   0.0000
Pendulum-v0                   rb13870    DCOACH      0      168      -1503   0.0000
Pendulum-v0                   rb13870    DCOACH      0      169      -1201   0.0000
Pendulum-v0                   rb13870    DCOACH      0      170      -1010   0.0000
Pendulum-v0                   rb13870    DCOACH      0      171      -1344   0.0000
Pendulum-v0                   rb13870    DCOACH      0      172      -1166   0.0000
Pendulum-v0                   rb13870    DCOACH      0      173      -1134   0.0000
Pendulum-v0                   rb13870    DCOACH      0      174      -1262   0.0000
Pendulum-v0                   rb13870    DCOACH      0      175      -1138   0.0000
Pendulum-v0                   rb13870    DCOACH      0      176      -1496   0.0000
Pendulum-v0                   rb13870    DCOACH      0      177      -1525   0.0000
Pendulum-v0                   rb13870    DCOACH      0      178      -1486   0.0000
Pendulum-v0                   rb13870    DCOACH      0      179      -1222   0.0000
Pendulum-v0                   rb13870    DCOACH      0      180      -1117   0.0000
Pendulum-v0                   rb13870    DCOACH      0      181      -1220   0.0000
Pendulum-v0                   rb13870    DCOACH      0      182      -1070   0.0000
Pendulum-v0                   rb13870    DCOACH      0      183      -1229   0.0000
Pendulum-v0                   rb13870    DCOACH      0      184      -1199   0.0000
Pendulum-v0                   rb13870    DCOACH      0      185      -1219   0.0000
Pendulum-v0                   rb13870    DCOACH      0      186      -1133   0.0000
Pendulum-v0                   rb13870    DCOACH      0      187      -1132   0.0000
Pendulum-v0                   rb13870    DCOACH      0      188      -1222   0.0000
Pendulum-v0                   rb13870    DCOACH      0      189      -1420   0.0000
Pendulum-v0                   rb13870    DCOACH      0      190      -1101   0.0000
Pendulum-v0                   rb13870    DCOACH      0      191      -1140   0.0000
Pendulum-v0                   rb13870    DCOACH      0      192      -1421   0.0000
Pendulum-v0                   rb13870    DCOACH      0      193      -1506   0.0000
Pendulum-v0                   rb13870    DCOACH      0      194      -1117   0.0000
Pendulum-v0                   rb13870    DCOACH      0      195      -1463   0.0000
Pendulum-v0                   rb13870    DCOACH      0      196      -1135   0.0000
Pendulum-v0                   rb13870    DCOACH      0      197      -1127   0.0000
Pendulum-v0                   rb13870    DCOACH      0      198      -1373   0.0000
Pendulum-v0                   rb13870    DCOACH      0      199      -1502   0.0000
