Environment                   Seed       Algorithm  Error  Episode  Reward  Feedback
MountainCarContinuous-v0      js81168    DCOACH   0      0        -15     0.4935
MountainCarContinuous-v0      js81168    DCOACH   0      1        -35     0.6426
MountainCarContinuous-v0      js81168    DCOACH   0      2        82      0.6105
MountainCarContinuous-v0      js81168    DCOACH   0      3        -21     0.4224
MountainCarContinuous-v0      js81168    DCOACH   0      4        87      0.6758
MountainCarContinuous-v0      js81168    DCOACH   0      5        -37     0.5966
MountainCarContinuous-v0      js81168    DCOACH   0      6        65      0.6803
MountainCarContinuous-v0      js81168    DCOACH   0      7        65      0.8770
MountainCarContinuous-v0      js81168    DCOACH   0      8        82      0.7133
MountainCarContinuous-v0      js81168    DCOACH   0      9        58      0.5753
MountainCarContinuous-v0      js81168    DCOACH   0      10       82      0.6061
MountainCarContinuous-v0      js81168    DCOACH   0      11       87      0.7048
MountainCarContinuous-v0      js81168    DCOACH   0      12       63      0.6732
MountainCarContinuous-v0      js81168    DCOACH   0      13       75      0.6096
MountainCarContinuous-v0      js81168    DCOACH   0      14       87      0.7629
MountainCarContinuous-v0      js81168    DCOACH   0      15       84      0.4794
MountainCarContinuous-v0      js81168    DCOACH   0      16       87      0.4398
MountainCarContinuous-v0      js81168    DCOACH   0      17       -44     0.3844
MountainCarContinuous-v0      js81168    DCOACH   0      18       90      0.4962
MountainCarContinuous-v0      js81168    DCOACH   0      19       -49     0.2993
MountainCarContinuous-v0      js81168    DCOACH   0      20       -71     0.7377
MountainCarContinuous-v0      js81168    DCOACH   0      21       74      0.8602
MountainCarContinuous-v0      js81168    DCOACH   0      22       73      0.6919
MountainCarContinuous-v0      js81168    DCOACH   0      23       73      0.6879
MountainCarContinuous-v0      js81168    DCOACH   0      24       71      0.4659
MountainCarContinuous-v0      js81168    DCOACH   0      25       92      0.8251
MountainCarContinuous-v0      js81168    DCOACH   0      26       86      0.7742
MountainCarContinuous-v0      js81168    DCOACH   0      27       75      0.6562
MountainCarContinuous-v0      js81168    DCOACH   0      28       81      0.5221
MountainCarContinuous-v0      js81168    DCOACH   0      29       -44     0.0240
MountainCarContinuous-v0      js81168    DCOACH   0      30       90      0.3895
MountainCarContinuous-v0      js81168    DCOACH   0      31       85      0.0788
MountainCarContinuous-v0      js81168    DCOACH   0      32       -7      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      33       88      0.2627
MountainCarContinuous-v0      js81168    DCOACH   0      34       82      0.2429
MountainCarContinuous-v0      js81168    DCOACH   0      35       -33     0.1692
MountainCarContinuous-v0      js81168    DCOACH   0      36       92      0.0731
MountainCarContinuous-v0      js81168    DCOACH   0      37       83      0.1511
MountainCarContinuous-v0      js81168    DCOACH   0      38       92      0.2025
MountainCarContinuous-v0      js81168    DCOACH   0      39       81      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      40       91      0.0245
MountainCarContinuous-v0      js81168    DCOACH   0      41       -13     0.1942
MountainCarContinuous-v0      js81168    DCOACH   0      42       93      0.4851
MountainCarContinuous-v0      js81168    DCOACH   0      43       89      0.5352
MountainCarContinuous-v0      js81168    DCOACH   0      44       85      0.1494
MountainCarContinuous-v0      js81168    DCOACH   0      45       68      0.0731
MountainCarContinuous-v0      js81168    DCOACH   0      46       -39     0.3524
MountainCarContinuous-v0      js81168    DCOACH   0      47       88      0.7036
MountainCarContinuous-v0      js81168    DCOACH   0      48       78      0.6899
MountainCarContinuous-v0      js81168    DCOACH   0      49       93      0.6496
MountainCarContinuous-v0      js81168    DCOACH   0      50       96      0.7597
MountainCarContinuous-v0      js81168    DCOACH   0      51       96      0.8706
MountainCarContinuous-v0      js81168    DCOACH   0      52       89      0.2171
MountainCarContinuous-v0      js81168    DCOACH   0      53       81      0.2500
MountainCarContinuous-v0      js81168    DCOACH   0      54       76      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      55       74      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      56       88      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      57       85      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      58       86      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      59       76      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      60       84      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      61       87      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      62       -23     0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      63       81      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      64       78      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      65       85      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      66       77      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      67       -27     0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      68       87      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      69       73      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      70       87      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      71       82      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      72       87      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      73       77      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      74       -23     0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      75       -24     0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      76       -24     0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      77       84      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      78       87      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      79       75      0.0000
MountainCarContinuous-v0      js81168    DCOACH   0      80       83      0.1931
MountainCarContinuous-v0      js81168    DCOACH   0      81       87      0.7123
MountainCarContinuous-v0      js81168    DCOACH   0      82       82      0.4876
MountainCarContinuous-v0      js81168    DCOACH   0      83       88      0.4664
MountainCarContinuous-v0      js81168    DCOACH   0      84       85      0.4234
MountainCarContinuous-v0      js81168    DCOACH   0      85       64      0.3800
MountainCarContinuous-v0      js81168    DCOACH   0      86       79      0.0210
MountainCarContinuous-v0      js81168    DCOACH   0      87       80      0.0000
