Environment                   Seed       Control  Offset Error FB_Amount Episode  Reward  Gain   Feedback
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       62       88      0.6724 0.0157
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       63       87      0.7326 0.0423
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       64       88      0.7039 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       65       88      0.6618 0.0159
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       66       89      0.6870 0.0085
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       67       71      0.7275 0.0166
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       68       79      0.6936 0.0090
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       69       88      0.6330 0.0155
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       70       88      0.6334 0.0079
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       71       78      0.6572 0.0217
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       72       40      0.6239 0.0238
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       73       88      0.6371 0.0317
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       74       89      0.6360 0.0082
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       75       78      0.5287 0.0375
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       76       85      0.6185 0.0073
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       77       65      0.6388 0.0203
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       78       86      0.6638 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       79       89      0.6665 0.0088
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       80       92      0.6392 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       81       83      0.6728 0.0202
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       82       75      0.5561 0.0352
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       83       87      0.6910 0.0077
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       84       89      0.6670 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       85       89      0.6688 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       86       91      0.6244 0.0095
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       87       90      0.6925 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       88       88      0.6798 0.0055
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       89       88      0.7120 0.0056
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       90       91      0.6841 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       91       86      0.6956 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       92       89      0.8335 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       93       92      0.6788 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       94       92      0.6929 0.0055
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       95       93      0.7197 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       96       93      0.7370 0.0058
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       97       94      0.7708 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       98       90      0.7821 0.0000
MountainCarContinuous-v0      1234       PMP   0.5    0     0.1       99       88      0.8504 0.0000
