Environment              	  Seed       Control  Tau    Error Q_bias    Episode  Reward  Gain   Feedback
Pendulum-v0                   800613187  kalman   0.5    0     0.2       22       -2      2.8701 0.1100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       23       -1370   1.7779 0.1600
Pendulum-v0                   800613187  kalman   0.5    0     0.2       24       -1351   1.7496 0.1200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       25       -1245   1.7438 0.1450
Pendulum-v0                   800613187  kalman   0.5    0     0.2       26       -975    1.6744 0.0900
Pendulum-v0                   800613187  kalman   0.5    0     0.2       27       -1011   1.7034 0.0900
Pendulum-v0                   800613187  kalman   0.5    0     0.2       28       -142    2.4864 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       29       -507    2.2548 0.0850
Pendulum-v0                   800613187  kalman   0.5    0     0.2       30       -755    2.0591 0.0750
Pendulum-v0                   800613187  kalman   0.5    0     0.2       31       -628    2.1652 0.0800
Pendulum-v0                   800613187  kalman   0.5    0     0.2       32       -259    2.4565 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       33       -257    2.6018 0.0350
Pendulum-v0                   800613187  kalman   0.5    0     0.2       34       -513    2.1264 0.0700
Pendulum-v0                   800613187  kalman   0.5    0     0.2       35       -119    2.5918 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       36       -121    2.8308 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       37       -270    2.3619 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       38       -131    2.3125 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       39       -126    2.1983 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       40       -385    2.2522 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       41       -502    1.9651 0.0450
Pendulum-v0                   800613187  kalman   0.5    0     0.2       42       -502    2.0764 0.0550
Pendulum-v0                   800613187  kalman   0.5    0     0.2       43       -244    2.2014 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       44       -123    2.0399 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       45       -119    2.2755 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       46       -117    2.6621 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       47       -252    2.5309 0.0350
Pendulum-v0                   800613187  kalman   0.5    0     0.2       48       -115    2.5522 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       49       -381    2.2448 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       50       -128    2.5697 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       51       -5      2.4244 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       52       -236    2.4396 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       53       -117    2.5080 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       54       -1      2.6537 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       55       -610    2.0000 0.0450
Pendulum-v0                   800613187  kalman   0.5    0     0.2       56       -625    2.0332 0.0550
Pendulum-v0                   800613187  kalman   0.5    0     0.2       57       -630    1.9055 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       58       -509    1.8667 0.0400
Pendulum-v0                   800613187  kalman   0.5    0     0.2       59       -508    1.7788 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       60       -376    2.1988 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       61       -642    1.9149 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       62       -258    2.1332 0.0350
Pendulum-v0                   800613187  kalman   0.5    0     0.2       63       -2      2.8409 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       64       -372    2.3408 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       65       -129    2.5838 0.0300
Pendulum-v0                   800613187  kalman   0.5    0     0.2       66       -257    2.2582 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       67       -382    1.9949 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       68       -375    2.1148 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       69       -123    2.7534 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       70       -127    2.8406 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       71       -236    2.5150 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       72       -320    2.6810 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       73       -257    2.7283 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       74       -255    2.7092 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       75       -129    2.4996 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       76       -217    2.3853 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       77       -374    2.4092 0.0350
Pendulum-v0                   800613187  kalman   0.5    0     0.2       78       -267    2.6140 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       79       -239    2.4497 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       80       -272    2.5199 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       81       -3      2.7177 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       82       -124    2.8783 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       83       -240    2.7836 0.0250
Pendulum-v0                   800613187  kalman   0.5    0     0.2       84       -127    2.7610 0.0350
Pendulum-v0                   800613187  kalman   0.5    0     0.2       85       -119    2.7092 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       86       -121    2.7168 0.0050
Pendulum-v0                   800613187  kalman   0.5    0     0.2       87       -129    2.8213 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       88       -124    2.8628 0.0300
Pendulum-v0                   800613187  kalman   0.5    0     0.2       89       -126    2.7470 0.0250
Pendulum-v0                   800613187  kalman   0.5    0     0.2       90       -237    2.5532 0.0400
Pendulum-v0                   800613187  kalman   0.5    0     0.2       91       0       2.6720 0.0400
Pendulum-v0                   800613187  kalman   0.5    0     0.2       92       -253    2.5885 0.0150
Pendulum-v0                   800613187  kalman   0.5    0     0.2       93       -128    2.5750 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       94       -126    2.6276 0.0200
Pendulum-v0                   800613187  kalman   0.5    0     0.2       95       -250    2.4371 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       96       -243    2.3385 0.0000
Pendulum-v0                   800613187  kalman   0.5    0     0.2       97       -357    2.6092 0.0100
Pendulum-v0                   800613187  kalman   0.5    0     0.2       98       -120    2.7288 0.0000
Pendulum-v0                   999459999  kalman   0.5    0     0.2       0        -617    2.6555 0.2350
Pendulum-v0                   999459999  kalman   0.5    0     0.2       1        -1160   2.9822 0.2500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       2        -881    2.9625 0.2500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       3        -1694   2.9697 0.2200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       4        -1505   2.9844 0.2850
Pendulum-v0                   999459999  kalman   0.5    0     0.2       5        -1662   2.9868 0.2100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       6        -1560   2.8323 0.2550
Pendulum-v0                   999459999  kalman   0.5    0     0.2       7        -1406   2.0237 0.1250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       8        -1498   1.7028 0.1350
Pendulum-v0                   999459999  kalman   0.5    0     0.2       9        -1482   1.6422 0.1650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       10       -1354   1.5144 0.1550
Pendulum-v0                   999459999  kalman   0.5    0     0.2       11       -1398   1.5217 0.1500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       12       -1309   1.5346 0.1500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       13       -1395   1.3192 0.1400
Pendulum-v0                   999459999  kalman   0.5    0     0.2       14       -1182   1.1724 0.1050
Pendulum-v0                   999459999  kalman   0.5    0     0.2       15       -528    2.0082 0.0650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       16       -1312   1.0676 0.1400
Pendulum-v0                   999459999  kalman   0.5    0     0.2       17       -1386   1.2278 0.1500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       18       -797    1.3383 0.1150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       19       -133    2.6349 0.1450
Pendulum-v0                   999459999  kalman   0.5    0     0.2       20       -263    2.3845 0.1750
Pendulum-v0                   999459999  kalman   0.5    0     0.2       21       -653    1.8200 0.1000
Pendulum-v0                   999459999  kalman   0.5    0     0.2       22       -1485   1.0437 0.1300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       23       -262    2.4385 0.1100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       24       -394    2.4618 0.0300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       25       -125    2.8518 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       26       -409    2.4728 0.0650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       27       -339    2.5006 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       28       -124    2.8497 0.0850
Pendulum-v0                   999459999  kalman   0.5    0     0.2       29       -282    2.3786 0.0100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       30       -132    2.3710 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       31       -512    2.1545 0.0900
Pendulum-v0                   999459999  kalman   0.5    0     0.2       32       -384    2.2450 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       33       -116    2.5571 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       34       -121    2.6650 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       35       -129    2.6024 0.0100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       36       -481    2.1692 0.0500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       37       -507    2.1143 0.0900
Pendulum-v0                   999459999  kalman   0.5    0     0.2       38       -485    2.2027 0.0600
Pendulum-v0                   999459999  kalman   0.5    0     0.2       39       -385    2.1034 0.0800
Pendulum-v0                   999459999  kalman   0.5    0     0.2       40       -500    1.9731 0.0650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       41       -381    1.8608 0.0450
Pendulum-v0                   999459999  kalman   0.5    0     0.2       42       -624    1.7983 0.0650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       43       -373    2.1127 0.0650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       44       -514    2.0402 0.0750
Pendulum-v0                   999459999  kalman   0.5    0     0.2       45       -379    2.0021 0.0850
Pendulum-v0                   999459999  kalman   0.5    0     0.2       46       -126    2.6206 0.1100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       47       -248    2.4251 0.1100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       48       -121    2.5331 0.1550
Pendulum-v0                   999459999  kalman   0.5    0     0.2       49       -239    2.4106 0.1300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       50       -127    2.2979 0.1500
Pendulum-v0                   999459999  kalman   0.5    0     0.2       51       -129    2.4588 0.1250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       52       -120    2.3284 0.1150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       53       -119    2.4945 0.0700
Pendulum-v0                   999459999  kalman   0.5    0     0.2       54       -128    2.4396 0.1150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       55       -369    2.1672 0.0700
Pendulum-v0                   999459999  kalman   0.5    0     0.2       56       -125    2.2717 0.0950
Pendulum-v0                   999459999  kalman   0.5    0     0.2       57       -122    2.4996 0.0900
Pendulum-v0                   999459999  kalman   0.5    0     0.2       58       -364    2.2820 0.0600
Pendulum-v0                   999459999  kalman   0.5    0     0.2       59       -227    2.3303 0.0950
Pendulum-v0                   999459999  kalman   0.5    0     0.2       60       -123    2.6243 0.1250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       61       -314    2.5345 0.0650
Pendulum-v0                   999459999  kalman   0.5    0     0.2       62       -116    2.9238 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       63       -121    2.9289 0.0050
Pendulum-v0                   999459999  kalman   0.5    0     0.2       64       -117    2.8422 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       65       -353    2.1521 0.0350
Pendulum-v0                   999459999  kalman   0.5    0     0.2       66       -593    2.0998 0.0300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       67       -246    2.4478 0.0700
Pendulum-v0                   999459999  kalman   0.5    0     0.2       68       -496    2.0189 0.0300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       69       -350    2.5999 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       70       -242    2.5943 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       71       0       2.9856 0.0000
Pendulum-v0                   999459999  kalman   0.5    0     0.2       72       -120    2.8635 0.0400
Pendulum-v0                   999459999  kalman   0.5    0     0.2       73       -2      2.8189 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       74       -242    2.6151 0.0750
Pendulum-v0                   999459999  kalman   0.5    0     0.2       75       -247    2.7481 0.0000
Pendulum-v0                   999459999  kalman   0.5    0     0.2       76       -124    2.8727 0.0100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       77       -125    2.8006 0.0450
Pendulum-v0                   999459999  kalman   0.5    0     0.2       78       -244    2.6533 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       79       -116    2.7487 0.0350
Pendulum-v0                   999459999  kalman   0.5    0     0.2       80       -497    1.8505 0.0300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       81       -237    2.7341 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       82       -123    2.6084 0.0350
Pendulum-v0                   999459999  kalman   0.5    0     0.2       83       -246    2.4713 0.0550
Pendulum-v0                   999459999  kalman   0.5    0     0.2       84       -240    2.5273 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       85       -122    2.5761 0.0350
Pendulum-v0                   999459999  kalman   0.5    0     0.2       86       -233    2.2893 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       87       -129    2.3273 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       88       -244    2.4186 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       89       -126    2.4815 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       90       -2      2.3158 0.0300
Pendulum-v0                   999459999  kalman   0.5    0     0.2       91       -120    2.6950 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       92       -125    2.4742 0.0050
Pendulum-v0                   999459999  kalman   0.5    0     0.2       93       -117    2.5774 0.0200
Pendulum-v0                   999459999  kalman   0.5    0     0.2       94       -125    2.4528 0.0150
Pendulum-v0                   999459999  kalman   0.5    0     0.2       95       -369    2.2006 0.0250
Pendulum-v0                   999459999  kalman   0.5    0     0.2       96       -1      2.3639 0.0100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       97       -122    2.4410 0.0100
Pendulum-v0                   999459999  kalman   0.5    0     0.2       98       -234    2.3188 0.0150
